gene
ENSDARG00000030703
ENSDARG00000031336
ENSDARG00000031664
ENSDARG00000031761
ENSDARG00000032242
ENSDARG00000032639
ENSDARG00000033172
ENSDARG00000034138
ENSDARG00000034503
ENSDARG00000034504
ENSDARG00000034522
ENSDARG00000035147
ENSDARG00000035151
ENSDARG00000035602
ENSDARG00000035694
ENSDARG00000035957
ENSDARG00000036041
ENSDARG00000036171
ENSDARG00000036186
ENSDARG00000036237
ENSDARG00000036292
ENSDARG00000036816
ENSDARG00000036820
ENSDARG00000036834
ENSDARG00000036865
ENSDARG00000036987
ENSDARG00000037012
ENSDARG00000037178
ENSDARG00000037789
ENSDARG00000037961
ENSDARG00000038147
ENSDARG00000038378
ENSDARG00000038439
ENSDARG00000038609
ENSDARG00000038703
ENSDARG00000038868
ENSDARG00000039070
ENSDARG00000039099
ENSDARG00000039173
ENSDARG00000039269
ENSDARG00000039381
ENSDARG00000039730
ENSDARG00000039943
ENSDARG00000040266
ENSDARG00000040277
ENSDARG00000040442
ENSDARG00000040503
ENSDARG00000040510
ENSDARG00000040526
ENSDARG00000040565
ENSDARG00000040608
ENSDARG00000040725
ENSDARG00000041051
ENSDARG00000041108
ENSDARG00000041490
ENSDARG00000041569
ENSDARG00000041595
ENSDARG00000041645
ENSDARG00000041959
ENSDARG00000042018
ENSDARG00000042485
ENSDARG00000042644
ENSDARG00000042667
ENSDARG00000042725
ENSDARG00000042780
ENSDARG00000042826
ENSDARG00000042993
ENSDARG00000043126
ENSDARG00000043128
ENSDARG00000043257
ENSDARG00000043281
ENSDARG00000043442
ENSDARG00000043684
ENSDARG00000043820
ENSDARG00000043923
ENSDARG00000043963
ENSDARG00000044059
ENSDARG00000044566
ENSDARG00000044684
ENSDARG00000044685
ENSDARG00000044774
ENSDARG00000044861
ENSDARG00000045051
ENSDARG00000045371
ENSDARG00000045677
ENSDARG00000045768
ENSDARG00000045835
ENSDARG00000045887
ENSDARG00000045898
ENSDARG00000051890
ENSDARG00000051939
ENSDARG00000052437
ENSDARG00000052575
ENSDARG00000052893
ENSDARG00000053036
ENSDARG00000053254
ENSDARG00000053569
ENSDARG00000053625
ENSDARG00000053973
ENSDARG00000054103
ENSDARG00000055046
ENSDARG00000055250
ENSDARG00000055278
ENSDARG00000055504
ENSDARG00000055618
ENSDARG00000055647
ENSDARG00000055678
ENSDARG00000055973
ENSDARG00000056012
ENSDARG00000056130
ENSDARG00000056196
ENSDARG00000056250
ENSDARG00000056314
ENSDARG00000056511
ENSDARG00000056561
ENSDARG00000056744
ENSDARG00000056819
ENSDARG00000056836
ENSDARG00000056950
ENSDARG00000057143
ENSDARG00000057575
ENSDARG00000057633
ENSDARG00000057881
ENSDARG00000057936
ENSDARG00000058094
ENSDARG00000058102
ENSDARG00000058226
ENSDARG00000058243
ENSDARG00000058358
ENSDARG00000058371
ENSDARG00000058379
ENSDARG00000058462
ENSDARG00000058538
ENSDARG00000058820
ENSDARG00000058917
ENSDARG00000058996
ENSDARG00000059053
ENSDARG00000059073
ENSDARG00000059123
ENSDARG00000059274
ENSDARG00000059805
ENSDARG00000060350
ENSDARG00000060879
ENSDARG00000060977
ENSDARG00000061120
ENSDARG00000061858
ENSDARG00000061963
ENSDARG00000062262
ENSDARG00000062502
ENSDARG00000062632
ENSDARG00000063133
ENSDARG00000063518
ENSDARG00000067990
ENSDARG00000067997
ENSDARG00000068168
ENSDARG00000068409
ENSDARG00000068516
ENSDARG00000068680
ENSDARG00000068761
ENSDARG00000069252
ENSDARG00000069261
ENSDARG00000069382
ENSDARG00000069415
ENSDARG00000069439
ENSDARG00000069552
ENSDARG00000069966
ENSDARG00000069980
ENSDARG00000070038
ENSDARG00000070107
ENSDARG00000070142
ENSDARG00000070360
ENSDARG00000070434
ENSDARG00000070546
ENSDARG00000070714
ENSDARG00000071082
ENSDARG00000071498
ENSDARG00000071583
ENSDARG00000071626
ENSDARG00000073742
ENSDARG00000074306
ENSDARG00000075016
ENSDARG00000075527
ENSDARG00000075831
ENSDARG00000075883
ENSDARG00000075931
ENSDARG00000076043
ENSDARG00000076241
ENSDARG00000076520
ENSDARG00000076857
ENSDARG00000077473
ENSDARG00000077637
ENSDARG00000077712
ENSDARG00000077726
ENSDARG00000077777
ENSDARG00000077855
ENSDARG00000077872
ENSDARG00000077877
ENSDARG00000078004
ENSDARG00000078052
ENSDARG00000078138
ENSDARG00000078507
ENSDARG00000078518
ENSDARG00000078550
ENSDARG00000078552
ENSDARG00000078557
ENSDARG00000078757
ENSDARG00000078986
ENSDARG00000079009
ENSDARG00000079274
ENSDARG00000079305
ENSDARG00000079376
ENSDARG00000079420
ENSDARG00000079524
ENSDARG00000079525
ENSDARG00000079578
ENSDARG00000079653
ENSDARG00000079957
ENSDARG00000086826
ENSDARG00000087178
ENSDARG00000087390
ENSDARG00000087440
ENSDARG00000087592
ENSDARG00000087651
ENSDARG00000088178
ENSDARG00000088330
ENSDARG00000089094
ENSDARG00000089361
ENSDARG00000089429
ENSDARG00000089750
ENSDARG00000089806
ENSDARG00000090063
ENSDARG00000090099
ENSDARG00000090185
ENSDARG00000090366
ENSDARG00000090428
ENSDARG00000091477
ENSDARG00000091906
ENSDARG00000092141
ENSDARG00000092159
ENSDARG00000092170
ENSDARG00000092259
ENSDARG00000092660
ENSDARG00000092810
ENSDARG00000092900
ENSDARG00000093156
ENSDARG00000093220
ENSDARG00000093284
ENSDARG00000093463
ENSDARG00000093494
ENSDARG00000093569
ENSDARG00000093584
ENSDARG00000093615
ENSDARG00000093844
ENSDARG00000093957
ENSDARG00000093994
ENSDARG00000094081
ENSDARG00000094160
ENSDARG00000094310
ENSDARG00000094324
ENSDARG00000094456
ENSDARG00000094559
ENSDARG00000094729
ENSDARG00000094859
ENSDARG00000094929
ENSDARG00000095072
ENSDARG00000095254
ENSDARG00000095328
ENSDARG00000095434
ENSDARG00000095633
ENSDARG00000095635
ENSDARG00000095744
ENSDARG00000095906
ENSDARG00000096095
ENSDARG00000096513
ENSDARG00000096533
ENSDARG00000096563
ENSDARG00000096750
ENSDARG00000096969
ENSDARG00000097008
ENSDARG00000097098
ENSDARG00000097118
ENSDARG00000097504
ENSDARG00000097663
ENSDARG00000097776
ENSDARG00000098030
ENSDARG00000098094
ENSDARG00000098293
ENSDARG00000098408
ENSDARG00000098475
ENSDARG00000098739
ENSDARG00000098745
ENSDARG00000098758
ENSDARG00000098803
ENSDARG00000098890
ENSDARG00000099060
ENSDARG00000099101
ENSDARG00000099156
ENSDARG00000099185
ENSDARG00000099197
ENSDARG00000099252
ENSDARG00000099284
ENSDARG00000099425
ENSDARG00000099493
ENSDARG00000099761
ENSDARG00000099776
ENSDARG00000100002
ENSDARG00000100188
ENSDARG00000100397
ENSDARG00000100406
ENSDARG00000100442
ENSDARG00000100591
ENSDARG00000100833
ENSDARG00000101021
ENSDARG00000101135
ENSDARG00000101160
ENSDARG00000101164
ENSDARG00000101176
ENSDARG00000101197
ENSDARG00000101245
ENSDARG00000101324
ENSDARG00000101476
ENSDARG00000101540
ENSDARG00000101576
ENSDARG00000101637
ENSDARG00000101726
ENSDARG00000101731
ENSDARG00000102207
ENSDARG00000102241
ENSDARG00000102300
ENSDARG00000102389
ENSDARG00000102435
ENSDARG00000102456
ENSDARG00000102778
ENSDARG00000103271
ENSDARG00000103277
ENSDARG00000103347
ENSDARG00000103473
ENSDARG00000103498
ENSDARG00000103543
ENSDARG00000103589
ENSDARG00000103687
ENSDARG00000103732
ENSDARG00000103759
ENSDARG00000103785
ENSDARG00000103846
ENSDARG00000103917
ENSDARG00000104108
ENSDARG00000104540
ENSDARG00000104576
ENSDARG00000104681
ENSDARG00000104702
ENSDARG00000104818
ENSDARG00000104960
ENSDARG00000105013
ENSDARG00000105208
ENSDARG00000105445
ENSDARG00000105454
ENSDARG00000109310
ENSDARG00000109366
ENSDARG00000109368
ENSDARG00000109703
ENSDARG00000109864
ENSDARG00000110135
ENSDARG00000111442
ENSDARG00000112043
ENSDARG00000112126
ENSDARG00000114211
ENSDARG00000114516
ENSDARG00000114554
ENSDARG00000115096
ENSDARG00000115506
ENSDARG00000115772
ENSDARG00000115868
ENSDARG00000116570
ENSDARG00000116617
ENSDARG00000117210
ENSDARG00000117599
