original_time	inferred_time
0.0	0.0
45.0	45.0
135.0	135.0
180.0	175.5
259.8	259.8
315.0	319.5
360.0	360.0
480.0	468.0
619.8	619.8
960.0	960.0
1140.0	1140.0
1440.0	1440.0
1800.0	1800.0
2160.0	2160.0
2880.0	2808.0
4320.0	4464.0
5760.0	5760.0
7200.0	7056.0
