original_time	inferred_time
240.0	240.0
300.0	315.0
390.0	411.0
480.0	498.0
720.0	645.0
900.0	882.0
930.0	939.0
960.0	1137.0
1050.0	1155.0
1140.0	1404.0
1620.0	1596.0
1800.0	2112.0
1980.0	2160.0
