original_time	inferred_time
120.0	99.0
360.0	287.4
480.0	384.0
720.0	549.9
960.0	721.86
1200.0	1260.0
1560.0	1410.0
1800.0	1692.0
2160.0	1800.0
2880.0	2808.0
4320.0	3888.0
