original_time	inferred_time
300.0	342.0
390.0	432.0
480.0	585.0
870.0	876.0
900.0	918.0
930.0	1008.0
960.0	1158.0
1050.0	1239.0
1140.0	1422.0
1620.0	1590.0
1800.0	1848.0
1980.0	2160.0
