original_time	inferred_time
120.0	70.31
360.0	267.19
480.0	351.56
720.0	492.19
960.0	618.75
1200.0	1139.06
1560.0	1237.5
1800.0	1448.44
2160.0	1785.94
2880.0	2531.25
4320.0	2882.81
