annotated_time	inferred_time	samples
120.0	90.0	['GSM2837572']
360.0	281.88	['GSM2837576']
480.0	384.0	['GSM2837578']
720.0	535.92	['GSM2837568']
960.0	755.88	['GSM2837569']
1200.0	1200.0	['GSM2837570']
1560.0	1350.0	['GSM2837571']
1800.0	1620.0	['GSM2837573']
2160.0	1800.0	['GSM2837574']
2880.0	2736.0	['GSM2837575']
4320.0	3888.0	['GSM2837577']
