annotated_time	inferred_time	samples
300	351.0	['GSM919922']
390	444.0	['GSM919923']
480	567.0	['GSM919924', 'GSM919925']
870	873.0	['GSM919926']
900	918.0	['GSM919927']
930	984.0	['GSM919928', 'GSM919929']
960	1170.0	['GSM919930']
1050	1197.0	['GSM919931']
1140	1386.0	['GSM919932']
1620	1536.0	['GSM919933']
1800	1794.0	['GSM919934']
1980	2106.0	['GSM919935']
