sample	time
GSM919922	300
GSM919923	390
GSM919924	480
GSM919925	480
GSM919926	870
GSM919927	900
GSM919928	930
GSM919929	930
GSM919930	960
GSM919931	1050
GSM919932	1140
GSM919933	1620
GSM919934	1800
GSM919935	1980
