sample	time
GSM919943	stage8
GSM919944	stage9
GSM919945	stage10
GSM919946	stage11
GSM919947	stage13
GSM919948	stage13
GSM919949	stage16
GSM919950	stage19
GSM919951	stage20
GSM919952	stage22
GSM919953	stage24
GSM919954	stage24
GSM919955	stage28
GSM919956	stage31
GSM919957	stage33
