gene	r2	delta
ENSDARG00000001939	0.9275221745490629	3.966393704293578
ENSDARG00000001940	0.9877478404682851	6.585833146756422
ENSDARG00000001950	0.9858101584875992	9.845513001117594
ENSDARG00000001953	0.8789509236484564	7.5765868523384325
ENSDARG00000001968	0.9759200124896308	2.875876759678571
ENSDARG00000001969	0.976814757743971	4.03985982780655
ENSDARG00000001975	0.9751244315531045	7.679676531028313
ENSDARG00000001976	0.8973465971564043	6.867697882252289
ENSDARG00000001993	0.9928297126696597	11.501104520321727
ENSDARG00000001994	0.9875831766529898	7.859157838037026
ENSDARG00000001999	0.9857472510370336	8.763928142841085
ENSDARG00000002002	0.8100624392622138	4.515934399589332
ENSDARG00000002006	0.019755186794348845	0.0963088175354403
ENSDARG00000002013	0.8455873005822538	4.301160983468029
ENSDARG00000002016	0.9727634334344083	5.6058776872970135
ENSDARG00000002020	0.9158272272916517	6.482217381989977
ENSDARG00000002021	0.9605485272542056	5.152749824463449
ENSDARG00000002026	0.8230352016141274	3.5810547390426493
ENSDARG00000002031	0.9157594291056317	3.4099900200616737
ENSDARG00000002037	0.8290703431781867	5.066260723494295
ENSDARG00000002060	0.9772264888846071	6.790992117900601
ENSDARG00000002071	0.9654863721187227	7.010169026294764
ENSDARG00000002077	0.92742436647352	3.4188462175811534
ENSDARG00000002082	0.6859475894639582	1.7754371690530215
ENSDARG00000002084	0.9889318374417839	6.623350647200546
ENSDARG00000002127	0.9781067824679812	5.593563759571514
ENSDARG00000002128	0.9584177402720047	3.472501048896407
ENSDARG00000002131	0.970485876837751	7.025637837768302
ENSDARG00000002165	0.9200310093944795	15.281551295172036
ENSDARG00000002167	0.8411150739723744	3.430101672274828
ENSDARG00000002168	0.9543583073267847	3.1455339535171083
ENSDARG00000002172	0.9837417943961558	9.787601200762756
ENSDARG00000002174	0.6526875480538878	3.7144821536663817
ENSDARG00000002184	0.9673119871776493	7.515045004531326
ENSDARG00000002190	0.9817844036941871	4.573846823690246
ENSDARG00000002193	0.9870470500842898	13.474620416917247
ENSDARG00000002194	0.7188690956413564	4.129773157200754
ENSDARG00000002196	0.9033316313233662	4.038894984751541
ENSDARG00000002197	0.9909057173631379	11.139015969260523
ENSDARG00000002204	0.9828756186053538	7.89613481161434
ENSDARG00000002210	0.6644256650911053	4.351363639207015
ENSDARG00000002213	0.9517733005451908	3.8654730007885796
ENSDARG00000002215	0.9889043193304848	7.9949819882475515
ENSDARG00000002216	0.9787611795718199	5.5228139935545215
ENSDARG00000002217	0.990820037020642	5.248026070489296
ENSDARG00000002220	0.8804711269023466	4.156290461669675
ENSDARG00000002230	0.9769659364264986	10.051631853545139
ENSDARG00000002231	0.8818419742558661	4.703758028703703
ENSDARG00000002235	0.988046247575148	6.962729894959106
ENSDARG00000002240	0.9960865785011604	8.019467599445889
ENSDARG00000002249	0.9289173101206876	4.7697684608913935
ENSDARG00000002255	0.9404080281723364	4.140423459390222
ENSDARG00000002264	0.8646633559343172	3.9816011750457037
ENSDARG00000002267	0.8903701145782456	4.521958345249797
ENSDARG00000002271	0.8783339275518735	8.509223862322305
ENSDARG00000002285	0.9296692654264105	2.7342538385879847
ENSDARG00000002298	0.9430701053065577	8.108901027212328
ENSDARG00000002299	0.6977255998090074	2.4145577820571944
ENSDARG00000002300	0.6413892117185884	3.5339196047509613
ENSDARG00000002304	0.9705268528819291	10.628939327296433
ENSDARG00000002305	0.9913183105806193	8.881419465951687
ENSDARG00000002311	0.9555258883242032	12.064067941053864
ENSDARG00000002330	0.9619109590376662	8.431119909281247
ENSDARG00000002332	0.9560556804622686	4.268311338324058
ENSDARG00000002333	0.7780727747531779	5.731618513592624
ENSDARG00000002336	0.979169187487632	11.772379977127844
ENSDARG00000002339	0.6088932175315596	1.8234923718671463
ENSDARG00000002344	0.5884864958876109	3.1139546045763318
ENSDARG00000002347	0.9944445162420692	11.513695059871806
ENSDARG00000002353	0.9807623638427775	9.080173140152251
ENSDARG00000002362	0.9629320139265405	8.269885523493258
ENSDARG00000002365	0.9720169435305964	5.207826746656106
ENSDARG00000002369	0.802546590067197	2.7888140795913277
ENSDARG00000002377	0.9474294308799458	4.494105389794327
ENSDARG00000002385	0.9744021719861624	5.877273416331577
ENSDARG00000002396	0.9820266383949187	11.4494936217184
ENSDARG00000002401	0.922567343574529	8.273292587303589
ENSDARG00000002402	0.8951230361984858	3.284128147029877
ENSDARG00000002403	0.6842107185544144	3.4956763329221143
ENSDARG00000002405	0.880296985289082	6.9220183593732685
ENSDARG00000002406	0.8415753876183052	4.213473909336033
ENSDARG00000002445	0.9847963104787713	13.458827531835269
ENSDARG00000002463	0.9919198863092656	5.673870532472527
ENSDARG00000002467	0.9421433333248107	5.341725364969925
ENSDARG00000002479	0.9897591452283511	8.044158490016994
ENSDARG00000002487	0.984806305102288	7.425618169561988
ENSDARG00000002494	0.8733188771673822	7.126138557190142
ENSDARG00000002506	0.9292747422721154	5.922897448124512
ENSDARG00000002507	0.821294735786672	7.905203103737954
ENSDARG00000002509	0.9689900364898555	10.333186080443092
ENSDARG00000002523	0.8260547331796364	3.271561872679695
ENSDARG00000002536	0.9721278869254035	4.074127128921816
ENSDARG00000002538	0.9798893775893572	4.799845962547421
ENSDARG00000002546	0.978487103799738	10.563677817352069
ENSDARG00000002549	0.887041372669371	5.512128171677719
ENSDARG00000002552	0.975889747647355	4.1459683931990545
ENSDARG00000002564	0.9767810621464517	7.23859397403732
ENSDARG00000002571	0.4822366903672909	1.8304032945406874
ENSDARG00000002576	0.8099335726614588	6.785959385728001
ENSDARG00000002582	0.9767058758035542	5.14499062126031
ENSDARG00000002587	0.9942602576648849	6.860535547896415
ENSDARG00000002589	0.9845619283676629	12.223190560308723
ENSDARG00000002591	0.9749575844592606	4.539065623712375
ENSDARG00000002593	0.9834874324071681	8.683182748676153
ENSDARG00000002597	0.997459895716697	9.106386444665036
ENSDARG00000002600	0.9050716390679511	4.71231788044423
ENSDARG00000002601	0.9769639129379748	13.03607545114848
ENSDARG00000002609	0.9344005041972865	8.586808840698449
ENSDARG00000002613	0.927427624858559	4.499296614912173
ENSDARG00000002632	0.8901116079335691	2.8333206387275593
ENSDARG00000002634	0.8952190079031478	9.868251387047852
ENSDARG00000002635	0.9700897920120332	4.485787539028761
ENSDARG00000002642	0.8345962842747844	3.2414114201196007
ENSDARG00000002644	0.9819175498060867	12.898412483085082
ENSDARG00000002656	0.9192716327235251	4.085909118803954
ENSDARG00000002659	0.9807284903735627	5.334465982590623
ENSDARG00000002663	0.9010705067317311	7.122612682607805
ENSDARG00000002666	0.9631115488966512	4.1792662223239265
ENSDARG00000002670	0.963140503479566	5.215985507547137
ENSDARG00000002682	0.8377029477814641	4.482162663229603
ENSDARG00000002685	0.9959675797563331	8.440062638132002
ENSDARG00000002690	0.7441739640047854	2.7923660533081334
ENSDARG00000002696	0.9802268004383765	15.843155098627655
ENSDARG00000002707	0.9691055327564396	12.446172206467697
ENSDARG00000002710	0.9247330547047289	8.264209308623254
ENSDARG00000002720	0.9646497294351367	5.485496662582118
ENSDARG00000002731	0.9035524082327888	2.719783548946869
ENSDARG00000002732	0.9504674915036594	10.186236445299913
ENSDARG00000002745	0.9879142323529501	7.332411282730657
ENSDARG00000002748	0.8993054870051019	4.221255217119171
ENSDARG00000002750	0.9405988447386141	5.18205004958304
ENSDARG00000002754	0.8829300528567894	6.605214283305708
ENSDARG00000002758	0.9648645786531023	6.785954310624462
ENSDARG00000002760	0.962646765703615	4.364415349558156
ENSDARG00000002764	0.954341324619507	9.248605989902769
ENSDARG00000002768	0.9916261740555894	14.065716256467839
ENSDARG00000002779	0.891552913506201	7.27484104042685
ENSDARG00000002787	0.9767387216710082	6.979591414579272
ENSDARG00000002790	0.9971833163000572	5.471134390311024
ENSDARG00000002791	0.7546828589089105	3.0460550677386333
ENSDARG00000002792	0.9625714550991092	4.772072984412161
ENSDARG00000002795	0.978804183856804	8.974221659632029
ENSDARG00000002798	0.8867145357544108	2.5840602027350306
ENSDARG00000002826	0.9776031063888697	7.818000818569343
ENSDARG00000002830	0.9681153380115156	10.359528098919085
ENSDARG00000002840	0.9753520837513386	4.51690954791166
ENSDARG00000002872	0.8584912068058387	7.234664424311162
ENSDARG00000002877	0.9673342677775322	4.667632526995134
ENSDARG00000002880	0.9210808182475201	7.0108436518735715
ENSDARG00000002894	0.8400517908873657	3.389460767246669
ENSDARG00000002897	0.009293144122506147	0.05495757312795657
ENSDARG00000002909	0.9604110954737815	5.834232377569364
ENSDARG00000002912	0.9710806690788677	7.521691577967289
ENSDARG00000002916	0.882788438815389	3.954290810556119
ENSDARG00000002917	0.9248853704944813	5.456184397851863
ENSDARG00000002933	0.973924846916569	12.629915693603115
ENSDARG00000002937	0.9878127525176643	6.8293155083598505
ENSDARG00000002945	0.9210510540165269	4.783723595522283
ENSDARG00000002947	0.8063814339960067	5.246957355598493
ENSDARG00000002949	0.9721767065957141	3.3893734316874014
ENSDARG00000002952	0.988131024173735	8.350124094648187
ENSDARG00000002956	0.9868644774593552	4.854030600932164
ENSDARG00000002967	0.8137149638331665	2.709474064007672
ENSDARG00000002968	0.9668522157001123	18.41078849785464
ENSDARG00000002970	0.9902348907337033	5.568436254639059
ENSDARG00000002971	0.9788728146842629	4.512065627438995
ENSDARG00000002986	0.966240428454021	9.591031136634836
ENSDARG00000002988	0.9885445097829118	8.3342794029803
ENSDARG00000002991	0.9870836294039621	6.7250603845487635
ENSDARG00000002994	0.9820407590135268	5.817392015105504
ENSDARG00000003008	0.9618468260794598	3.4545304847435556
ENSDARG00000003017	0.9900921531891226	7.846758885596854
ENSDARG00000003020	0.938132719368998	3.2276145834883243
ENSDARG00000003021	0.9386521691159663	4.47845310819645
ENSDARG00000003022	0.5688943239073021	2.2618707045584605
ENSDARG00000003027	0.9319529988431255	6.999139906566303
ENSDARG00000003032	0.9973483446618366	6.822153997966681
ENSDARG00000003035	0.970076546787824	5.6294046655333165
ENSDARG00000003041	0.934508990114855	4.0455145766530265
ENSDARG00000003046	0.9508774991649447	3.287836863001881
ENSDARG00000003058	0.9188969174371826	6.568689835255357
ENSDARG00000003061	0.9574470533830595	6.9997932526166995
ENSDARG00000003068	0.8828249194157668	3.862981967134348
ENSDARG00000003069	0.9629687316336463	5.020487037937703
ENSDARG00000003077	0.9174503886436212	5.442270188741839
ENSDARG00000003081	0.9871435869546178	9.897925294554085
ENSDARG00000003084	0.974046758801262	6.533837490153021
ENSDARG00000003085	0.8827575724951795	3.2480819314605327
ENSDARG00000003087	0.8743416611873033	4.082618419302435
ENSDARG00000003091	0.9803798264368794	6.885212355481603
ENSDARG00000003098	0.988448737578243	5.215074788697718
ENSDARG00000003109	0.21200865407960812	0.6577400963831712
ENSDARG00000003113	0.9909215166220948	9.698747422777236
ENSDARG00000003127	0.11079557768069836	0.23543116384102003
ENSDARG00000003132	0.9862559288072014	5.708248701053547
ENSDARG00000003142	0.8495240844737602	5.754248115763746
ENSDARG00000003144	0.9619236435464822	8.313670602183176
ENSDARG00000003151	0.41708193358013423	0.8045279715166131
ENSDARG00000003153	0.9315288447457961	3.6571050088206745
ENSDARG00000003157	0.9081808446357962	3.4926953452804805
ENSDARG00000003165	0.9854521138611948	8.654957244921878
ENSDARG00000003167	0.7362842979162347	3.3296983979508195
ENSDARG00000003169	0.9232715123654797	5.508094083176394
ENSDARG00000003175	0.7772186183592481	4.025467442400618
ENSDARG00000003189	0.9668013929666901	4.245373655292889
ENSDARG00000003193	0.9263288586427117	11.384332402544114
ENSDARG00000003197	0.9193620273186344	9.455134251767666
ENSDARG00000003200	0.9743949895690602	8.634318584142285
ENSDARG00000003203	0.978047606053785	15.302259959954164
ENSDARG00000003205	0.9755657124273521	5.715541341401591
ENSDARG00000003206	0.9511452766632447	10.076130244224823
ENSDARG00000003207	0.48338799539954314	2.384282452382368
ENSDARG00000003208	0.786201988421311	2.35612255586186
ENSDARG00000003213	0.9607962746356755	2.6657397663174045
ENSDARG00000003216	0.9880521292827104	9.572623045425829
ENSDARG00000003217	0.9807429246957309	6.828743481487577
ENSDARG00000003219	0.9262139701337249	13.59413238845158
ENSDARG00000003229	0.9915781592761258	5.497500212652079
ENSDARG00000003235	0.9390315797522423	2.9993477324658375
ENSDARG00000003244	0.9849494373423422	9.54368972858859
ENSDARG00000003250	0.9914218193927495	5.316580953651501
ENSDARG00000003251	0.9702523792843871	6.479322680241517
ENSDARG00000003257	0.8933962186451804	6.084806382930746
ENSDARG00000003269	0.5083507271331813	1.6354449389930004
ENSDARG00000003270	0.8977360639579528	4.838205619743724
ENSDARG00000003281	0.9735380926443615	9.266535810234267
ENSDARG00000003287	0.9722078681485253	7.026640160300664
ENSDARG00000003290	0.3863487689785866	1.0225064694546357
ENSDARG00000003293	0.955724274317008	4.682396182538936
ENSDARG00000003307	0.791859158021415	4.423543569674502
ENSDARG00000003308	0.9850570977585119	5.342168971131575
ENSDARG00000003311	0.9756206284949565	6.650960057251195
ENSDARG00000003313	0.9721143165377885	12.77937739969527
ENSDARG00000003320	0.9342771623300734	4.308010022158946
ENSDARG00000003326	0.7587990441203242	5.546663342378685
ENSDARG00000003328	0.9432875097070963	5.542682813325742
ENSDARG00000003373	0.9368560915738636	4.386600767887188
ENSDARG00000003375	0.9568048748400421	4.794273884398268
ENSDARG00000003381	0.9282499892045842	7.979082566761459
ENSDARG00000003382	0.8411491816960799	1.7747272437646968
ENSDARG00000003383	0.9843704913488149	9.217493448512073
ENSDARG00000003395	0.9144229114500219	7.385219361864355
ENSDARG00000003398	0.9919815511854765	4.812486893125626
ENSDARG00000003399	0.9786882865547524	11.670108062604989
ENSDARG00000003403	0.9570609806728051	4.579457085143447
ENSDARG00000003411	0.968251653908469	9.13238259552092
ENSDARG00000003420	0.7552427645143326	5.041217562326906
ENSDARG00000003421	0.9356312638607315	5.89498867302755
ENSDARG00000003429	0.920942521846596	2.3763121966656335
ENSDARG00000003444	0.9421509887437922	6.712732629103392
ENSDARG00000003446	0.9276457010720337	3.043750940693559
ENSDARG00000003449	0.9690233760189635	3.274056881978807
ENSDARG00000003462	0.9571801705750969	4.977811635195202
ENSDARG00000003469	0.9918730411620273	11.261668969833888
ENSDARG00000003486	0.7765314890845583	1.4704977314781358
ENSDARG00000003487	0.9519244983295495	3.8848093532939227
ENSDARG00000003495	0.9068945675313036	7.631711239667275
ENSDARG00000003512	0.9603136134656476	5.735973151185135
ENSDARG00000003517	0.9001845684984676	4.62894985778167
ENSDARG00000003519	0.8163874468615109	3.4791148668232377
ENSDARG00000003520	0.9276211721531853	7.087468750728548
ENSDARG00000003523	0.7849308979040184	8.300908804652028
ENSDARG00000003526	0.8873203406005059	4.257658229216863
ENSDARG00000003527	0.9355206718027596	5.181353348595465
ENSDARG00000003531	0.9926753063498848	4.8879166418021
ENSDARG00000003544	0.9857942858610905	5.272181394650386
ENSDARG00000003564	0.9792591668216938	7.230762586210427
ENSDARG00000003570	0.9901450854664675	10.643484061889565
ENSDARG00000003573	0.9498022945478931	5.430282103145167
ENSDARG00000003576	0.8481192085040098	3.720817193101329
ENSDARG00000003584	0.9321922325218615	5.542558204679631
ENSDARG00000003592	0.8246241939689744	3.9306102081354166
ENSDARG00000003599	0.9288938203620538	4.502684825834012
ENSDARG00000003607	0.9733128610489119	5.7258052613960455
ENSDARG00000003616	0.8853852579828909	1.562600986320395
ENSDARG00000003631	0.8743520878566882	6.3932273949837715
ENSDARG00000003635	0.8904453109180894	7.741644784351677
ENSDARG00000003641	0.867823334082205	1.6655727380403587
ENSDARG00000003642	-0.00019637413229700584	3.4242667457107245e-07
ENSDARG00000003655	0.9917394669868062	8.456712143972299
ENSDARG00000003675	0.8891342189316969	9.312228162447912
ENSDARG00000003680	0.9874103191689192	6.931536766661293
ENSDARG00000003681	0.9429228400464945	2.865290520345856
ENSDARG00000003684	0.9707053499979519	7.044293038167801
ENSDARG00000003693	0.9287069390231372	2.6669648462243094
ENSDARG00000003695	0.9972620774508011	5.8535124844998325
ENSDARG00000003697	0.7789953775509283	2.6896595737138553
ENSDARG00000003699	0.9483105568736906	3.757471386247422
ENSDARG00000003701	0.9907615538665594	12.783053232354515
ENSDARG00000003705	0.9923591418709877	6.987515356265668
ENSDARG00000003732	0.905378697317115	7.563106227617514
ENSDARG00000003749	0.9533110103542194	5.679845592594752
ENSDARG00000003750	0.9603758461445147	6.704981581118009
ENSDARG00000003751	0.980845580888585	4.135568706165196
ENSDARG00000003754	0.9765046461121348	6.90274776539963
ENSDARG00000003757	0.9252021476414743	5.281616204637884
ENSDARG00000003769	0.9811357368622083	4.8544654814484876
ENSDARG00000003776	0.9665631840505221	5.421147434146444
ENSDARG00000003779	0.981851498673749	7.857631547184514
ENSDARG00000003789	0.7238961760213724	3.4062551221669723
ENSDARG00000003795	0.983693107176754	6.460366554290875
ENSDARG00000003808	0.984652789031395	17.201124670212344
ENSDARG00000003811	0.9487341977990105	5.889450383087388
ENSDARG00000003818	0.9596660037896987	4.80001436565134
ENSDARG00000003820	0.9800983912418345	7.263543455224619
ENSDARG00000003822	0.4361381143593893	2.2247641627161654
ENSDARG00000003827	0.9226184739175042	4.8278351837468465
ENSDARG00000003829	0.941781635728255	4.66952536164304
ENSDARG00000003835	0.990075541247178	8.673211099687784
ENSDARG00000003841	0.6193736838161531	3.7781659267699146
ENSDARG00000003845	0.9647049147279888	5.4928674473029
ENSDARG00000003846	0.93709670532267	4.448156981601298
ENSDARG00000003854	0.9758363891668561	9.22537111979386
ENSDARG00000003860	0.984978362133205	4.831561475489046
ENSDARG00000003865	0.7990309018700932	4.1774550379662045
ENSDARG00000003866	0.9807390985156075	3.0451519768938864
ENSDARG00000003867	0.49958848789574295	2.7424945821237943
ENSDARG00000003869	0.890431866983012	3.8941044634654505
ENSDARG00000003872	0.9764481897056578	7.3307891811470025
ENSDARG00000003877	0.9191487704746447	4.119779005528301
ENSDARG00000003899	0.8931142551176453	3.720003864021879
ENSDARG00000003902	0.9877597687677411	14.660081478326738
ENSDARG00000003904	0.9837041735956945	5.998422595547577
ENSDARG00000003910	0.9883516278347197	5.66818878555856
ENSDARG00000003920	0.9679882037261442	4.908897320072416
ENSDARG00000003927	0.9583549379829155	4.6882234251315245
ENSDARG00000003931	0.9908674818604665	12.11859255167116
ENSDARG00000003934	0.8663124836279856	4.299685045809188
ENSDARG00000003938	0.9904839905222476	6.49341060587377
ENSDARG00000003940	0.9708409072354606	4.558580114216371
ENSDARG00000003941	0.9632852461575453	5.819972717391783
ENSDARG00000003952	0.9900664118004752	10.923700006848573
ENSDARG00000003961	0.8967881686845939	7.215171803572637
ENSDARG00000003963	0.9746185185642269	6.736299072191415
ENSDARG00000003968	0.9966245317790561	9.792168470773662
ENSDARG00000003971	0.9806849152638524	7.7478259197754475
ENSDARG00000003973	0.9656227433930391	6.741067813527694
ENSDARG00000003974	0.9505339635846235	6.770974864756446
ENSDARG00000003977	0.9078532690994371	7.877456035594697
ENSDARG00000003984	0.9723515538200574	5.228365662987182
ENSDARG00000003994	0.942492999746902	4.444646694228095
ENSDARG00000003998	0.8860083613450472	3.269342096545267
ENSDARG00000004015	0.7271985417806757	4.705274776943531
ENSDARG00000004017	0.9868751173129949	11.223306720208171
ENSDARG00000004018	0.8266633426219363	6.354782230782021
ENSDARG00000004023	0.9907226645873303	8.08317026667088
ENSDARG00000004034	0.984082129698249	4.375352427704132
ENSDARG00000004037	0.9694933555392088	5.22387336881712
ENSDARG00000004046	0.9583799245669834	8.015344956073177
ENSDARG00000004049	0.9757232769977663	7.053777390505297
ENSDARG00000004055	0.924474033930321	5.060283500342865
ENSDARG00000004059	0.9227028301380806	6.716789436064193
ENSDARG00000004060	0.9901040053108048	8.318230641284421
ENSDARG00000004074	0.9021569708222162	5.900116254616879
ENSDARG00000004078	0.033895262717440144	0.19489713119821772
ENSDARG00000004082	0.985825147183638	9.3448532698308
ENSDARG00000004094	0.9817735949327144	6.850785014672041
ENSDARG00000004105	0.9411255404445158	4.777160264900321
ENSDARG00000004114	0.963480263325013	5.111242311491832
ENSDARG00000004115	0.964161055167637	6.233254381226866
ENSDARG00000004130	0.9647838914161599	7.778241427318865
ENSDARG00000004131	0.9312670688807483	6.681270554936395
ENSDARG00000004132	0.9243211073250881	1.977432055889647
ENSDARG00000004141	0.9688402197677595	7.964047507169169
ENSDARG00000004150	0.8676106773072598	4.6343194495217634
ENSDARG00000004151	0.8306965202398744	4.393126541725191
ENSDARG00000004154	0.9374846616708126	3.546656912284001
ENSDARG00000004158	0.8507253020374873	2.7255134198835624
ENSDARG00000004160	0.962892142563251	2.3980647408542453
ENSDARG00000004161	0.9631168013018276	3.65664422494111
