sample	time
GSM919922	stage9
GSM919923	stage10
GSM919924	stage11
GSM919925	stage11
GSM919926	stage15
GSM919927	stage16
GSM919928	stage19
GSM919929	stage19
GSM919930	stage20
GSM919931	stage22
GSM919932	stage24
GSM919933	stage28
GSM919934	stage31
GSM919935	stage33
