sample	time
GSM919943	240
GSM919944	300
GSM919945	390
GSM919946	480
GSM919947	720
GSM919948	720
GSM919949	900
GSM919950	930
GSM919951	960
GSM919952	1050
GSM919953	1140
GSM919954	1140
GSM919955	1620
GSM919956	1800
GSM919957	1980
